Clients, Delay (ms)
16 Pubs and Subs ,32414.78
16 Pubs and Subs ,32447.75
16 Pubs and Subs ,32601.28
16 Pubs and Subs ,32628.63
16 Pubs and Subs ,32051.81
16 Pubs and Subs ,32555.80
16 Pubs and Subs ,32580.50
16 Pubs and Subs ,32570.34
16 Pubs and Subs ,32545.04
16 Pubs and Subs ,32367.34
16 Pubs and Subs ,32597.62
16 Pubs and Subs ,32676.00
16 Pubs and Subs ,32665.83
16 Pubs and Subs ,32759.40
16 Pubs and Subs ,32571.90
16 Pubs and Subs ,32593.80
16 Pubs and Subs ,32724.83
16 Pubs and Subs ,32782.18
16 Pubs and Subs ,32789.57
16 Pubs and Subs ,32745.96
16 Pubs and Subs ,32799.56
16 Pubs and Subs ,32800.16
16 Pubs and Subs ,32660.93
16 Pubs and Subs ,32280.51
16 Pubs and Subs ,32843.75
16 Pubs and Subs ,32846.57
16 Pubs and Subs ,32817.82
16 Pubs and Subs ,32804.19
16 Pubs and Subs ,32844.50
16 Pubs and Subs ,32597.81
16 Pubs and Subs ,32915.79
16 Pubs and Subs ,32922.15
16 Pubs and Subs ,32979.45
16 Pubs and Subs ,32987.92
16 Pubs and Subs ,32750.50
16 Pubs and Subs ,33074.59
16 Pubs and Subs ,32967.77
16 Pubs and Subs ,32972.14
16 Pubs and Subs ,32865.34
16 Pubs and Subs ,32931.68
16 Pubs and Subs ,33026.73
16 Pubs and Subs ,32525.34
16 Pubs and Subs ,33033.58
16 Pubs and Subs ,33121.31
16 Pubs and Subs ,33015.54
16 Pubs and Subs ,32925.65
16 Pubs and Subs ,33297.73
16 Pubs and Subs ,33095.03
16 Pubs and Subs ,33183.93
16 Pubs and Subs ,33198.92
16 Pubs and Subs ,33012.44
16 Pubs and Subs ,32863.70
16 Pubs and Subs ,33220.19
16 Pubs and Subs ,33304.26
16 Pubs and Subs ,33215.47
16 Pubs and Subs ,33149.69
16 Pubs and Subs ,33276.89
16 Pubs and Subs ,33099.30
16 Pubs and Subs ,33226.82
16 Pubs and Subs ,32697.00
16 Pubs and Subs ,33319.31
16 Pubs and Subs ,33057.76
16 Pubs and Subs ,33145.55
16 Pubs and Subs ,33367.39
16 Pubs and Subs ,33315.47
16 Pubs and Subs ,33149.20
16 Pubs and Subs ,33243.26
16 Pubs and Subs ,33520.47
16 Pubs and Subs ,33465.08
16 Pubs and Subs ,33475.33
16 Pubs and Subs ,33146.75
16 Pubs and Subs ,33133.98
16 Pubs and Subs ,33465.76
16 Pubs and Subs ,33458.16
16 Pubs and Subs ,32915.73
16 Pubs and Subs ,33428.37
16 Pubs and Subs ,33517.50
16 Pubs and Subs ,33359.46
16 Pubs and Subs ,33208.75
16 Pubs and Subs ,33521.95
16 Pubs and Subs ,33630.88
16 Pubs and Subs ,33048.68
16 Pubs and Subs ,33492.85
16 Pubs and Subs ,33626.70
16 Pubs and Subs ,33515.82
16 Pubs and Subs ,33490.28
16 Pubs and Subs ,33359.85
16 Pubs and Subs ,33663.01
16 Pubs and Subs ,33702.57
16 Pubs and Subs ,33434.54
16 Pubs and Subs ,33277.44
16 Pubs and Subs ,33077.90
16 Pubs and Subs ,33716.13
16 Pubs and Subs ,33393.28
16 Pubs and Subs ,33542.30
16 Pubs and Subs ,33656.42
16 Pubs and Subs ,33729.25
16 Pubs and Subs ,33744.74
16 Pubs and Subs ,33092.92
16 Pubs and Subs ,33840.24
16 Pubs and Subs ,33572.75
16 Pubs and Subs ,33167.93
16 Pubs and Subs ,33826.14
16 Pubs and Subs ,33494.47
16 Pubs and Subs ,33863.98
16 Pubs and Subs ,33765.56
16 Pubs and Subs ,33532.28
16 Pubs and Subs ,33701.86
16 Pubs and Subs ,33942.20
16 Pubs and Subs ,33565.76
16 Pubs and Subs ,33281.15
16 Pubs and Subs ,33707.94
16 Pubs and Subs ,33988.61
16 Pubs and Subs ,33936.09
16 Pubs and Subs ,33895.95
16 Pubs and Subs ,33973.15
16 Pubs and Subs ,34068.16
16 Pubs and Subs ,33998.25
16 Pubs and Subs ,33316.32
16 Pubs and Subs ,33856.20
16 Pubs and Subs ,34026.67
16 Pubs and Subs ,33770.00
16 Pubs and Subs ,33929.67
16 Pubs and Subs ,33792.34
16 Pubs and Subs ,34124.82
16 Pubs and Subs ,34100.88
16 Pubs and Subs ,33411.94
16 Pubs and Subs ,34282.15
16 Pubs and Subs ,34018.98
16 Pubs and Subs ,34008.70
16 Pubs and Subs ,34259.02
16 Pubs and Subs ,33873.71
16 Pubs and Subs ,34219.52
16 Pubs and Subs ,34254.54
16 Pubs and Subs ,34233.16
16 Pubs and Subs ,34113.55
16 Pubs and Subs ,33976.71
16 Pubs and Subs ,34269.63
16 Pubs and Subs ,34302.72
16 Pubs and Subs ,34017.10
16 Pubs and Subs ,34169.29
16 Pubs and Subs ,34325.00
16 Pubs and Subs ,34197.77
16 Pubs and Subs ,33643.39
16 Pubs and Subs ,34465.28
16 Pubs and Subs ,34109.01
16 Pubs and Subs ,34132.22
16 Pubs and Subs ,34352.53
16 Pubs and Subs ,34318.44
16 Pubs and Subs ,34461.29
16 Pubs and Subs ,34512.18
16 Pubs and Subs ,34486.56
16 Pubs and Subs ,34252.63
16 Pubs and Subs ,34422.06
16 Pubs and Subs ,34260.85
16 Pubs and Subs ,34424.98
16 Pubs and Subs ,34464.92
16 Pubs and Subs ,34443.44
16 Pubs and Subs ,34308.88
16 Pubs and Subs ,34642.95
16 Pubs and Subs ,34407.26
16 Pubs and Subs ,34303.89
16 Pubs and Subs ,34457.55
16 Pubs and Subs ,34322.08
16 Pubs and Subs ,34619.32
16 Pubs and Subs ,34560.36
16 Pubs and Subs ,34590.46
16 Pubs and Subs ,34613.18
16 Pubs and Subs ,34617.96
16 Pubs and Subs ,34747.97
16 Pubs and Subs ,34528.35
16 Pubs and Subs ,34680.74
16 Pubs and Subs ,34582.72
16 Pubs and Subs ,34829.87
16 Pubs and Subs ,34478.42
16 Pubs and Subs ,34614.95
16 Pubs and Subs ,34658.42
16 Pubs and Subs ,34804.79
16 Pubs and Subs ,34701.77
16 Pubs and Subs ,34531.99
16 Pubs and Subs ,34878.19
16 Pubs and Subs ,34685.43
16 Pubs and Subs ,34569.18
16 Pubs and Subs ,34813.13
16 Pubs and Subs ,34840.89
16 Pubs and Subs ,34862.76
16 Pubs and Subs ,34762.60
16 Pubs and Subs ,34884.61
16 Pubs and Subs ,34786.82
16 Pubs and Subs ,34943.35
16 Pubs and Subs ,35024.11
16 Pubs and Subs ,35028.82
16 Pubs and Subs ,34873.34
16 Pubs and Subs ,34876.83
16 Pubs and Subs ,34771.16
16 Pubs and Subs ,34927.76
16 Pubs and Subs ,35073.38
16 Pubs and Subs ,34821.61
16 Pubs and Subs ,34945.32
16 Pubs and Subs ,35023.23
16 Pubs and Subs ,35029.05
16 Pubs and Subs ,34980.26
16 Pubs and Subs ,34881.87
16 Pubs and Subs ,35002.33
16 Pubs and Subs ,34952.17
16 Pubs and Subs ,35095.79
16 Pubs and Subs ,35139.88
16 Pubs and Subs ,34991.05
16 Pubs and Subs ,35267.51
16 Pubs and Subs ,35255.50
16 Pubs and Subs ,35005.81
16 Pubs and Subs ,35109.04
16 Pubs and Subs ,35227.00
16 Pubs and Subs ,35087.74
16 Pubs and Subs ,35111.24
16 Pubs and Subs ,35055.72
16 Pubs and Subs ,35228.69
16 Pubs and Subs ,35315.07
16 Pubs and Subs ,35330.74
16 Pubs and Subs ,35117.36
16 Pubs and Subs ,35118.87
16 Pubs and Subs ,35155.56
16 Pubs and Subs ,35204.97
16 Pubs and Subs ,35366.44
16 Pubs and Subs ,35232.28
16 Pubs and Subs ,35242.73
16 Pubs and Subs ,35406.04
16 Pubs and Subs ,35133.01
16 Pubs and Subs ,35481.43
16 Pubs and Subs ,35575.44
16 Pubs and Subs ,35196.31
16 Pubs and Subs ,35506.18
16 Pubs and Subs ,35229.63
16 Pubs and Subs ,35253.77
16 Pubs and Subs ,35487.01
16 Pubs and Subs ,35391.18
16 Pubs and Subs ,35519.56
16 Pubs and Subs ,35277.17
16 Pubs and Subs ,35309.24
16 Pubs and Subs ,35454.57
16 Pubs and Subs ,35577.03
16 Pubs and Subs ,35480.16
16 Pubs and Subs ,35656.08
16 Pubs and Subs ,35493.09
16 Pubs and Subs ,35626.91
16 Pubs and Subs ,35642.25
16 Pubs and Subs ,35736.21
16 Pubs and Subs ,35703.85
16 Pubs and Subs ,35703.01
16 Pubs and Subs ,35494.63
16 Pubs and Subs ,35752.96
16 Pubs and Subs ,35614.85
16 Pubs and Subs ,35536.48
16 Pubs and Subs ,35783.59
16 Pubs and Subs ,35420.63
16 Pubs and Subs ,35711.84
16 Pubs and Subs ,35713.34
16 Pubs and Subs ,35744.68
16 Pubs and Subs ,35613.05
16 Pubs and Subs ,35753.69
16 Pubs and Subs ,35873.67
16 Pubs and Subs ,35675.15
16 Pubs and Subs ,35814.50
16 Pubs and Subs ,35930.11
16 Pubs and Subs ,35856.26
16 Pubs and Subs ,36008.28
16 Pubs and Subs ,35845.12
16 Pubs and Subs ,36014.63
16 Pubs and Subs ,35941.63
16 Pubs and Subs ,35814.76
16 Pubs and Subs ,35927.99
16 Pubs and Subs ,35663.11
16 Pubs and Subs ,35835.26
16 Pubs and Subs ,35948.54
16 Pubs and Subs ,35954.67
16 Pubs and Subs ,35894.55
16 Pubs and Subs ,36036.22
16 Pubs and Subs ,36025.07
16 Pubs and Subs ,35917.02
16 Pubs and Subs ,35798.69
16 Pubs and Subs ,36187.41
16 Pubs and Subs ,36120.19
16 Pubs and Subs ,35999.08
16 Pubs and Subs ,36131.47
16 Pubs and Subs ,36148.32
16 Pubs and Subs ,36182.73
16 Pubs and Subs ,36047.52
16 Pubs and Subs ,35951.47
16 Pubs and Subs ,36093.81
16 Pubs and Subs ,35905.05
16 Pubs and Subs ,36105.55
16 Pubs and Subs ,36103.48
16 Pubs and Subs ,36195.25
16 Pubs and Subs ,36256.45
16 Pubs and Subs ,36018.18
16 Pubs and Subs ,36292.97
16 Pubs and Subs ,36068.29
16 Pubs and Subs ,36410.18
16 Pubs and Subs ,36071.55
16 Pubs and Subs ,36249.62
16 Pubs and Subs ,36395.87
16 Pubs and Subs ,36395.85
16 Pubs and Subs ,36403.35
16 Pubs and Subs ,36400.84
16 Pubs and Subs ,36294.48
16 Pubs and Subs ,36163.07
16 Pubs and Subs ,36185.09
16 Pubs and Subs ,36348.59
16 Pubs and Subs ,36419.54
16 Pubs and Subs ,36541.58
16 Pubs and Subs ,36437.19
16 Pubs and Subs ,36278.05
16 Pubs and Subs ,36263.01
16 Pubs and Subs ,36527.55
16 Pubs and Subs ,36587.48
16 Pubs and Subs ,36564.00
16 Pubs and Subs ,36575.57
16 Pubs and Subs ,36647.96
16 Pubs and Subs ,36389.25
16 Pubs and Subs ,36349.60
16 Pubs and Subs ,36361.20
16 Pubs and Subs ,36580.92
16 Pubs and Subs ,36718.85
16 Pubs and Subs ,36500.60
16 Pubs and Subs ,36684.10
16 Pubs and Subs ,36490.66
16 Pubs and Subs ,36553.89
16 Pubs and Subs ,36695.94
16 Pubs and Subs ,36681.58
16 Pubs and Subs ,36766.84
16 Pubs and Subs ,36704.71
16 Pubs and Subs ,36620.30
16 Pubs and Subs ,36872.42
16 Pubs and Subs ,36791.28
16 Pubs and Subs ,36816.95
16 Pubs and Subs ,36658.76
16 Pubs and Subs ,36640.28
16 Pubs and Subs ,36828.94
16 Pubs and Subs ,36836.50
16 Pubs and Subs ,36915.39
16 Pubs and Subs ,36754.34
16 Pubs and Subs ,36916.57
16 Pubs and Subs ,36929.55
16 Pubs and Subs ,36955.02
16 Pubs and Subs ,36925.28
16 Pubs and Subs ,36767.84
16 Pubs and Subs ,37099.65
16 Pubs and Subs ,36969.21
16 Pubs and Subs ,36903.19
16 Pubs and Subs ,37033.98
16 Pubs and Subs ,36968.67
16 Pubs and Subs ,36914.46
16 Pubs and Subs ,37181.19
16 Pubs and Subs ,36995.75
16 Pubs and Subs ,37013.07
16 Pubs and Subs ,36983.88
16 Pubs and Subs ,37148.56
16 Pubs and Subs ,37030.81
16 Pubs and Subs ,37055.61
16 Pubs and Subs ,37234.82
16 Pubs and Subs ,37067.99
16 Pubs and Subs ,37066.53
16 Pubs and Subs ,37102.25
16 Pubs and Subs ,37282.73
16 Pubs and Subs ,37114.12
16 Pubs and Subs ,37157.94
16 Pubs and Subs ,37332.68
16 Pubs and Subs ,37159.81
16 Pubs and Subs ,37165.65
16 Pubs and Subs ,37241.13
16 Pubs and Subs ,37214.80
16 Pubs and Subs ,37414.99
16 Pubs and Subs ,37283.80
16 Pubs and Subs ,37365.04
16 Pubs and Subs ,37327.12
16 Pubs and Subs ,37379.29
16 Pubs and Subs ,37404.72
16 Pubs and Subs ,43172.76
16 Pubs and Subs ,43177.22
16 Pubs and Subs ,43179.41
16 Pubs and Subs ,43181.79
16 Pubs and Subs ,43185.85
16 Pubs and Subs ,43237.29
16 Pubs and Subs ,43248.39
16 Pubs and Subs ,43279.25
16 Pubs and Subs ,43285.93
16 Pubs and Subs ,43287.43
16 Pubs and Subs ,43296.77
16 Pubs and Subs ,43305.66
16 Pubs and Subs ,43309.06
16 Pubs and Subs ,43316.14
16 Pubs and Subs ,43322.99
16 Pubs and Subs ,43325.65
16 Pubs and Subs ,43341.34
16 Pubs and Subs ,43347.31
16 Pubs and Subs ,43353.56
16 Pubs and Subs ,43355.86
16 Pubs and Subs ,43357.72
16 Pubs and Subs ,43365.24
16 Pubs and Subs ,43365.67
16 Pubs and Subs ,43400.13
16 Pubs and Subs ,43406.33
16 Pubs and Subs ,43412.58
16 Pubs and Subs ,43415.03
16 Pubs and Subs ,43265.02
16 Pubs and Subs ,43449.70
16 Pubs and Subs ,-16637.05
16 Pubs and Subs ,-16618.23
16 Pubs and Subs ,-16463.38
16 Pubs and Subs ,-16451.43
16 Pubs and Subs ,-16597.58
16 Pubs and Subs ,-16592.12
16 Pubs and Subs ,-16590.97
16 Pubs and Subs ,-16435.65
16 Pubs and Subs ,-16584.66
16 Pubs and Subs ,-16567.39
16 Pubs and Subs ,-16566.85
16 Pubs and Subs ,-16373.01
16 Pubs and Subs ,-16521.08
16 Pubs and Subs ,-16513.71
16 Pubs and Subs ,-16476.15
16 Pubs and Subs ,-16475.37
16 Pubs and Subs ,-16445.30
16 Pubs and Subs ,-16458.62
16 Pubs and Subs ,-16433.96
16 Pubs and Subs ,-16400.07
16 Pubs and Subs ,-16359.46
16 Pubs and Subs ,-16380.63
16 Pubs and Subs ,-16350.86
16 Pubs and Subs ,-16350.82
16 Pubs and Subs ,-16365.84
16 Pubs and Subs ,-16364.54
16 Pubs and Subs ,-16358.09
16 Pubs and Subs ,-16327.61
16 Pubs and Subs ,-16302.12
16 Pubs and Subs ,-16249.28
16 Pubs and Subs ,-16208.37
16 Pubs and Subs ,-16145.47
16 Pubs and Subs ,-16205.43
16 Pubs and Subs ,-16145.98
16 Pubs and Subs ,-16106.47
16 Pubs and Subs ,-16143.40
16 Pubs and Subs ,-16103.79
16 Pubs and Subs ,-16101.58
16 Pubs and Subs ,-16139.09
16 Pubs and Subs ,-16087.32
16 Pubs and Subs ,-16086.79
16 Pubs and Subs ,-16123.76
16 Pubs and Subs ,-16116.88
16 Pubs and Subs ,-16105.36
16 Pubs and Subs ,-16101.11
16 Pubs and Subs ,-16079.43
16 Pubs and Subs ,-16065.18
16 Pubs and Subs ,-16044.76
16 Pubs and Subs ,-15973.90
16 Pubs and Subs ,-15989.21
16 Pubs and Subs ,-15955.07
16 Pubs and Subs ,-15928.30
16 Pubs and Subs ,-15921.69
16 Pubs and Subs ,-15935.87
16 Pubs and Subs ,-15914.99
16 Pubs and Subs ,-15937.71
16 Pubs and Subs ,-15927.37
16 Pubs and Subs ,-15926.99
16 Pubs and Subs ,-15905.40
16 Pubs and Subs ,-15836.97
16 Pubs and Subs ,-15828.31
16 Pubs and Subs ,-15816.28
16 Pubs and Subs ,-15806.31
16 Pubs and Subs ,-15800.62
16 Pubs and Subs ,-15789.84
16 Pubs and Subs ,-15778.01
16 Pubs and Subs ,-15766.60
16 Pubs and Subs ,-15766.98
16 Pubs and Subs ,-15730.64
16 Pubs and Subs ,-15635.91
16 Pubs and Subs ,-15650.56
16 Pubs and Subs ,-15629.71
16 Pubs and Subs ,-15589.87
16 Pubs and Subs ,-15589.76
16 Pubs and Subs ,-15590.40
16 Pubs and Subs ,-15587.88
16 Pubs and Subs ,-15579.31
16 Pubs and Subs ,-15575.50
16 Pubs and Subs ,-15573.78
16 Pubs and Subs ,-15571.89
16 Pubs and Subs ,-15564.35
16 Pubs and Subs ,-15563.67
16 Pubs and Subs ,-15564.58
16 Pubs and Subs ,-15561.37
16 Pubs and Subs ,-15435.48
16 Pubs and Subs ,-15387.42
16 Pubs and Subs ,-15383.01
16 Pubs and Subs ,-15373.63
16 Pubs and Subs ,-15374.37
16 Pubs and Subs ,-15370.95
16 Pubs and Subs ,-15391.73
16 Pubs and Subs ,-15386.69
16 Pubs and Subs ,-15353.49
16 Pubs and Subs ,-15345.21
16 Pubs and Subs ,-15335.61
16 Pubs and Subs ,-15313.70
16 Pubs and Subs ,-15336.97
16 Pubs and Subs ,-15279.99
16 Pubs and Subs ,-15269.71
16 Pubs and Subs ,-15256.92
16 Pubs and Subs ,-15287.11
16 Pubs and Subs ,-15230.14
16 Pubs and Subs ,-15236.97
16 Pubs and Subs ,-15236.14
16 Pubs and Subs ,-15217.14
16 Pubs and Subs ,-15178.46
16 Pubs and Subs ,-15225.92
16 Pubs and Subs ,-15199.61
16 Pubs and Subs ,-15177.15
16 Pubs and Subs ,-15078.48
16 Pubs and Subs ,-15032.74
16 Pubs and Subs ,-15021.65
16 Pubs and Subs ,-15084.58
16 Pubs and Subs ,-15081.80
16 Pubs and Subs ,-15011.67
16 Pubs and Subs ,-15028.21
16 Pubs and Subs ,-15023.41
16 Pubs and Subs ,-15021.59
16 Pubs and Subs ,-14998.67
16 Pubs and Subs ,-15014.36
16 Pubs and Subs ,-14995.29
16 Pubs and Subs ,-14993.92
16 Pubs and Subs ,-14960.55
16 Pubs and Subs ,-15009.43
16 Pubs and Subs ,-14953.09
16 Pubs and Subs ,-14956.44
16 Pubs and Subs ,-14814.45
16 Pubs and Subs ,-14810.67
16 Pubs and Subs ,-14794.24
16 Pubs and Subs ,-14829.74
16 Pubs and Subs ,-14770.69
16 Pubs and Subs ,-14747.52
16 Pubs and Subs ,-14762.88
16 Pubs and Subs ,-14891.47
16 Pubs and Subs ,-14736.21
16 Pubs and Subs ,-14772.67
16 Pubs and Subs ,-14750.43
16 Pubs and Subs ,-14743.68
16 Pubs and Subs ,-14831.92
16 Pubs and Subs ,-14730.93
16 Pubs and Subs ,-14648.13
16 Pubs and Subs ,-14666.23
16 Pubs and Subs ,-14646.02
16 Pubs and Subs ,-14660.36
16 Pubs and Subs ,-14644.91
16 Pubs and Subs ,-14662.15
16 Pubs and Subs ,-14563.96
16 Pubs and Subs ,-14555.53
16 Pubs and Subs ,-14627.79
16 Pubs and Subs ,-14623.05
16 Pubs and Subs ,-14524.11
16 Pubs and Subs ,-14467.60
16 Pubs and Subs ,-14556.79
16 Pubs and Subs ,-14579.54
16 Pubs and Subs ,-14489.10
16 Pubs and Subs ,-14541.02
16 Pubs and Subs ,-14545.90
16 Pubs and Subs ,-14533.75
16 Pubs and Subs ,-14410.87
16 Pubs and Subs ,-14464.01
16 Pubs and Subs ,-14421.43
16 Pubs and Subs ,-14489.76
16 Pubs and Subs ,-14474.30
16 Pubs and Subs ,-14451.40
16 Pubs and Subs ,-14370.66
16 Pubs and Subs ,-14397.44
16 Pubs and Subs ,-14390.60
16 Pubs and Subs ,-14350.73
16 Pubs and Subs ,-14350.01
16 Pubs and Subs ,-14368.59
16 Pubs and Subs ,-14256.28
16 Pubs and Subs ,-14328.91
16 Pubs and Subs ,-14366.07
16 Pubs and Subs ,-14355.52
16 Pubs and Subs ,-14261.88
16 Pubs and Subs ,-14253.34
16 Pubs and Subs ,-14323.98
16 Pubs and Subs ,-14240.64
16 Pubs and Subs ,-14493.43
16 Pubs and Subs ,-14250.79
16 Pubs and Subs ,-14230.95
16 Pubs and Subs ,-14235.18
16 Pubs and Subs ,-14124.11
16 Pubs and Subs ,-14188.81
16 Pubs and Subs ,-14185.44
16 Pubs and Subs ,-14111.31
16 Pubs and Subs ,-14098.48
16 Pubs and Subs ,-14093.35
16 Pubs and Subs ,-14095.53
16 Pubs and Subs ,-14125.17
16 Pubs and Subs ,-14136.09
16 Pubs and Subs ,-14385.87
16 Pubs and Subs ,-14008.43
16 Pubs and Subs ,-14073.26
16 Pubs and Subs ,-14042.87
16 Pubs and Subs ,-14251.98
16 Pubs and Subs ,-14014.06
16 Pubs and Subs ,-14259.51
16 Pubs and Subs ,-14230.71
16 Pubs and Subs ,-14186.23
16 Pubs and Subs ,-13944.53
16 Pubs and Subs ,-13920.79
16 Pubs and Subs ,-13905.24
16 Pubs and Subs ,-13898.99
16 Pubs and Subs ,-13899.77
16 Pubs and Subs ,-14127.54
16 Pubs and Subs ,-13874.00
16 Pubs and Subs ,-13790.38
16 Pubs and Subs ,-14108.00
16 Pubs and Subs ,-13825.17
16 Pubs and Subs ,-13820.70
16 Pubs and Subs ,-13826.21
16 Pubs and Subs ,-14073.90
16 Pubs and Subs ,-14033.67
16 Pubs and Subs ,-13992.42
16 Pubs and Subs ,-13720.96
16 Pubs and Subs ,-13978.25
16 Pubs and Subs ,-13963.58
16 Pubs and Subs ,-13938.18
16 Pubs and Subs ,-13646.89
16 Pubs and Subs ,-13872.33
16 Pubs and Subs ,-13633.40
16 Pubs and Subs ,-13861.08
16 Pubs and Subs ,-13848.59
16 Pubs and Subs ,-13580.00
16 Pubs and Subs ,-13614.30
16 Pubs and Subs ,-13810.84
16 Pubs and Subs ,-13853.16
16 Pubs and Subs ,-13819.36
16 Pubs and Subs ,-13773.03
16 Pubs and Subs ,-13788.03
16 Pubs and Subs ,-13493.19
16 Pubs and Subs ,-13712.68
16 Pubs and Subs ,-13711.10
16 Pubs and Subs ,-13698.67
16 Pubs and Subs ,-13665.77
16 Pubs and Subs ,-13718.69
16 Pubs and Subs ,-13624.70
16 Pubs and Subs ,-13588.86
16 Pubs and Subs ,-13618.34
16 Pubs and Subs ,-13577.04
16 Pubs and Subs ,-13653.88
16 Pubs and Subs ,-13556.80
16 Pubs and Subs ,-13583.74
16 Pubs and Subs ,-13306.68
16 Pubs and Subs ,-13570.16
16 Pubs and Subs ,-13555.97
16 Pubs and Subs ,-13575.31
16 Pubs and Subs ,-13520.47
16 Pubs and Subs ,-13530.62
16 Pubs and Subs ,-13546.15
16 Pubs and Subs ,-13448.92
16 Pubs and Subs ,-13390.99
16 Pubs and Subs ,-13395.47
16 Pubs and Subs ,-13381.66
16 Pubs and Subs ,-13376.23
16 Pubs and Subs ,-13335.26
16 Pubs and Subs ,-13332.14
16 Pubs and Subs ,-13303.65
16 Pubs and Subs ,-13425.33
16 Pubs and Subs ,-13330.36
16 Pubs and Subs ,-13353.49
16 Pubs and Subs ,-13306.23
16 Pubs and Subs ,-13298.39
16 Pubs and Subs ,-13279.10
16 Pubs and Subs ,-13246.00
16 Pubs and Subs ,-13231.98
16 Pubs and Subs ,-13203.10
16 Pubs and Subs ,-13358.25
16 Pubs and Subs ,-13175.36
16 Pubs and Subs ,-13185.79
16 Pubs and Subs ,-13111.19
16 Pubs and Subs ,-13319.38
16 Pubs and Subs ,-13087.48
16 Pubs and Subs ,-13082.37
16 Pubs and Subs ,-13079.11
16 Pubs and Subs ,-13089.95
16 Pubs and Subs ,-13106.41
16 Pubs and Subs ,-13106.83
16 Pubs and Subs ,-13055.81
16 Pubs and Subs ,-13065.90
16 Pubs and Subs ,-13067.67
16 Pubs and Subs ,-13058.31
16 Pubs and Subs ,-12996.16
16 Pubs and Subs ,-13006.87
16 Pubs and Subs ,-12954.45
16 Pubs and Subs ,-12987.28
16 Pubs and Subs ,-12925.70
16 Pubs and Subs ,-12901.21
16 Pubs and Subs ,-12829.09
16 Pubs and Subs ,-12860.44
16 Pubs and Subs ,-12827.63
16 Pubs and Subs ,-12876.69
16 Pubs and Subs ,-12858.57
16 Pubs and Subs ,-12816.60
16 Pubs and Subs ,-12839.38
16 Pubs and Subs ,-12848.43
16 Pubs and Subs ,-12823.46
16 Pubs and Subs ,-12860.89
16 Pubs and Subs ,-12785.48
16 Pubs and Subs ,-13106.58
16 Pubs and Subs ,-12841.67
16 Pubs and Subs ,-12758.33
16 Pubs and Subs ,-12715.42
16 Pubs and Subs ,-12726.63
16 Pubs and Subs ,-12706.20
16 Pubs and Subs ,-12740.61
16 Pubs and Subs ,-12723.96
16 Pubs and Subs ,-12593.06
16 Pubs and Subs ,-12601.05
16 Pubs and Subs ,-12598.27
16 Pubs and Subs ,-12613.44
16 Pubs and Subs ,-12543.39
16 Pubs and Subs ,-12708.11
16 Pubs and Subs ,-12604.40
16 Pubs and Subs ,-12566.79
16 Pubs and Subs ,-12568.84
16 Pubs and Subs ,-12553.68
16 Pubs and Subs ,-12865.77
16 Pubs and Subs ,-12551.69
16 Pubs and Subs ,-12498.68
16 Pubs and Subs ,-12511.57
16 Pubs and Subs ,-12464.13
16 Pubs and Subs ,-12457.39
16 Pubs and Subs ,-12487.92
16 Pubs and Subs ,-12399.94
16 Pubs and Subs ,-12564.75
16 Pubs and Subs ,-12375.41
16 Pubs and Subs ,-12366.90
16 Pubs and Subs ,-12465.39
16 Pubs and Subs ,-12338.12
16 Pubs and Subs ,-12350.02
16 Pubs and Subs ,-12307.43
16 Pubs and Subs ,-12373.33
16 Pubs and Subs ,-12314.77
16 Pubs and Subs ,-12306.60
16 Pubs and Subs ,-12305.18
16 Pubs and Subs ,-12290.16
16 Pubs and Subs ,-12568.78
16 Pubs and Subs ,-12248.39
16 Pubs and Subs ,-12417.03
16 Pubs and Subs ,-12218.30
16 Pubs and Subs ,-12231.33
16 Pubs and Subs ,-12220.57
16 Pubs and Subs ,-12161.78
16 Pubs and Subs ,-12413.62
16 Pubs and Subs ,-12124.31
16 Pubs and Subs ,-12142.92
16 Pubs and Subs ,-12134.03
16 Pubs and Subs ,-12119.97
16 Pubs and Subs ,-12075.45
16 Pubs and Subs ,-12126.73
16 Pubs and Subs ,-12106.42
16 Pubs and Subs ,-12421.66
16 Pubs and Subs ,-12036.88
16 Pubs and Subs ,-12126.07
16 Pubs and Subs ,-11998.57
16 Pubs and Subs ,-12271.60
16 Pubs and Subs ,-12003.12
16 Pubs and Subs ,-11948.83
16 Pubs and Subs ,-11986.62
16 Pubs and Subs ,-11938.28
16 Pubs and Subs ,-11937.21
16 Pubs and Subs ,-11887.67
16 Pubs and Subs ,-11890.74
16 Pubs and Subs ,-11868.81
16 Pubs and Subs ,-12128.36
16 Pubs and Subs ,-11919.13
16 Pubs and Subs ,-12185.47
16 Pubs and Subs ,-11809.15
16 Pubs and Subs ,-11800.43
16 Pubs and Subs ,-11945.19
16 Pubs and Subs ,-11784.13
16 Pubs and Subs ,-11772.40
16 Pubs and Subs ,-11874.28
16 Pubs and Subs ,-12033.69
16 Pubs and Subs ,-11790.92
16 Pubs and Subs ,-11746.67
16 Pubs and Subs ,-11758.15
16 Pubs and Subs ,-11735.93
16 Pubs and Subs ,-11639.97
16 Pubs and Subs ,-11665.51
16 Pubs and Subs ,-11649.17
16 Pubs and Subs ,-11697.47
16 Pubs and Subs ,-11850.52
16 Pubs and Subs ,-11727.58
16 Pubs and Subs ,-11804.14
16 Pubs and Subs ,-11531.82
16 Pubs and Subs ,-11565.38
16 Pubs and Subs ,-11670.90
16 Pubs and Subs ,-11535.39
16 Pubs and Subs ,-11598.62
16 Pubs and Subs ,-11994.16
