Clients, Delay (ms)
16 Pubs and Subs ,-40251.47
16 Pubs and Subs ,-40058.66
16 Pubs and Subs ,-39936.68
16 Pubs and Subs ,-39936.34
16 Pubs and Subs ,-39718.23
16 Pubs and Subs ,-39871.12
16 Pubs and Subs ,-39699.76
16 Pubs and Subs ,-40182.85
16 Pubs and Subs ,-39974.84
16 Pubs and Subs ,-39819.96
16 Pubs and Subs ,-39717.52
16 Pubs and Subs ,-39817.20
16 Pubs and Subs ,-39872.59
16 Pubs and Subs ,-40261.26
16 Pubs and Subs ,-40039.54
16 Pubs and Subs ,-39711.40
16 Pubs and Subs ,-39790.50
16 Pubs and Subs ,-39691.24
16 Pubs and Subs ,-39518.12
16 Pubs and Subs ,-39817.43
16 Pubs and Subs ,-40222.82
16 Pubs and Subs ,-39562.75
16 Pubs and Subs ,-39772.14
16 Pubs and Subs ,-39763.13
16 Pubs and Subs ,-39659.95
16 Pubs and Subs ,-39795.54
16 Pubs and Subs ,-39544.82
16 Pubs and Subs ,-39674.79
16 Pubs and Subs ,-39692.28
16 Pubs and Subs ,-39684.25
16 Pubs and Subs ,-39818.37
16 Pubs and Subs ,-39591.58
16 Pubs and Subs ,-39580.91
16 Pubs and Subs ,-40090.54
16 Pubs and Subs ,-39600.62
16 Pubs and Subs ,-39405.04
16 Pubs and Subs ,-39576.96
16 Pubs and Subs ,-39579.21
16 Pubs and Subs ,-39521.16
16 Pubs and Subs ,-39544.10
16 Pubs and Subs ,-39291.62
16 Pubs and Subs ,-39697.11
16 Pubs and Subs ,-39982.15
16 Pubs and Subs ,-39467.51
16 Pubs and Subs ,-39314.63
16 Pubs and Subs ,-39458.14
16 Pubs and Subs ,-39976.32
16 Pubs and Subs ,-39381.48
16 Pubs and Subs ,-39389.08
16 Pubs and Subs ,-39360.20
16 Pubs and Subs ,-39900.44
16 Pubs and Subs ,-39542.41
16 Pubs and Subs ,-39333.35
16 Pubs and Subs ,-39488.99
16 Pubs and Subs ,-39167.92
16 Pubs and Subs ,-39861.33
16 Pubs and Subs ,-39258.04
16 Pubs and Subs ,-39441.28
16 Pubs and Subs ,-39240.41
16 Pubs and Subs ,-39057.06
16 Pubs and Subs ,-39242.69
16 Pubs and Subs ,-39229.57
16 Pubs and Subs ,-39213.75
16 Pubs and Subs ,-39056.22
16 Pubs and Subs ,-39147.70
16 Pubs and Subs ,-39141.13
16 Pubs and Subs ,-39094.29
16 Pubs and Subs ,-39090.41
16 Pubs and Subs ,-39086.94
16 Pubs and Subs ,-39084.50
16 Pubs and Subs ,-38942.45
16 Pubs and Subs ,-39236.04
16 Pubs and Subs ,-39418.56
16 Pubs and Subs ,-39060.49
16 Pubs and Subs ,-39226.07
16 Pubs and Subs ,-39014.79
16 Pubs and Subs ,-39018.73
16 Pubs and Subs ,-39018.60
16 Pubs and Subs ,-38957.87
16 Pubs and Subs ,-38804.40
16 Pubs and Subs ,-39109.72
16 Pubs and Subs ,-39100.73
16 Pubs and Subs ,-38883.97
16 Pubs and Subs ,-39035.44
16 Pubs and Subs ,-38799.35
16 Pubs and Subs ,-39001.88
16 Pubs and Subs ,-38838.24
16 Pubs and Subs ,-39012.63
16 Pubs and Subs ,-38970.34
16 Pubs and Subs ,-38984.66
16 Pubs and Subs ,-39149.02
16 Pubs and Subs ,-39189.77
16 Pubs and Subs ,-38785.99
16 Pubs and Subs ,-38777.80
16 Pubs and Subs ,-38764.88
16 Pubs and Subs ,-38763.04
16 Pubs and Subs ,-38717.85
16 Pubs and Subs ,-39072.86
16 Pubs and Subs ,-38567.92
16 Pubs and Subs ,-38835.28
16 Pubs and Subs ,-39041.11
16 Pubs and Subs ,-38587.56
16 Pubs and Subs ,-38755.19
16 Pubs and Subs ,-38938.72
16 Pubs and Subs ,-38735.26
16 Pubs and Subs ,-39027.68
16 Pubs and Subs ,-38719.19
16 Pubs and Subs ,-38531.92
16 Pubs and Subs ,-38938.94
16 Pubs and Subs ,-38689.01
16 Pubs and Subs ,-38666.20
16 Pubs and Subs ,-38955.36
16 Pubs and Subs ,-38843.90
16 Pubs and Subs ,-38940.59
16 Pubs and Subs ,-38385.59
16 Pubs and Subs ,-38588.38
16 Pubs and Subs ,-38591.77
16 Pubs and Subs ,-38937.66
16 Pubs and Subs ,-38395.04
16 Pubs and Subs ,-38542.39
16 Pubs and Subs ,-38332.63
16 Pubs and Subs ,-38543.15
16 Pubs and Subs ,-38516.59
16 Pubs and Subs ,-38736.52
16 Pubs and Subs ,-38500.92
16 Pubs and Subs ,-38861.69
16 Pubs and Subs ,-38751.86
16 Pubs and Subs ,-38670.18
16 Pubs and Subs ,-38825.24
16 Pubs and Subs ,-38424.68
16 Pubs and Subs ,-38676.50
16 Pubs and Subs ,-38404.24
16 Pubs and Subs ,-38358.65
16 Pubs and Subs ,-38152.85
16 Pubs and Subs ,-38344.91
16 Pubs and Subs ,-38150.71
16 Pubs and Subs ,-38493.06
16 Pubs and Subs ,-38595.10
16 Pubs and Subs ,-38101.92
16 Pubs and Subs ,-38452.46
16 Pubs and Subs ,-38272.28
16 Pubs and Subs ,-38522.12
16 Pubs and Subs ,-38460.77
16 Pubs and Subs ,-38447.45
16 Pubs and Subs ,-38334.71
16 Pubs and Subs ,-38479.20
16 Pubs and Subs ,-38399.57
16 Pubs and Subs ,-38275.13
16 Pubs and Subs ,-38105.86
16 Pubs and Subs ,-38070.96
16 Pubs and Subs ,-38363.46
16 Pubs and Subs ,-37844.25
16 Pubs and Subs ,-38321.15
16 Pubs and Subs ,-38249.88
16 Pubs and Subs ,-37840.47
16 Pubs and Subs ,-38361.52
16 Pubs and Subs ,-38346.41
16 Pubs and Subs ,-38158.78
16 Pubs and Subs ,-38250.57
16 Pubs and Subs ,-38289.02
16 Pubs and Subs ,-38135.72
16 Pubs and Subs ,-38249.29
16 Pubs and Subs ,-37850.79
16 Pubs and Subs ,-38252.56
16 Pubs and Subs ,-38210.35
16 Pubs and Subs ,-38025.49
16 Pubs and Subs ,-38059.69
16 Pubs and Subs ,-37633.21
16 Pubs and Subs ,-38140.08
16 Pubs and Subs ,-37754.10
16 Pubs and Subs ,-38133.76
16 Pubs and Subs ,-38131.50
16 Pubs and Subs ,-38057.92
16 Pubs and Subs ,-37969.72
16 Pubs and Subs ,-38091.93
16 Pubs and Subs ,-37956.50
16 Pubs and Subs ,-38059.03
16 Pubs and Subs ,-37998.50
16 Pubs and Subs ,-37630.73
16 Pubs and Subs ,-37894.15
16 Pubs and Subs ,-37829.92
16 Pubs and Subs ,-37884.62
16 Pubs and Subs ,-37589.40
16 Pubs and Subs ,-37420.05
16 Pubs and Subs ,-37873.18
16 Pubs and Subs ,-37930.13
16 Pubs and Subs ,-37534.54
16 Pubs and Subs ,-37777.80
16 Pubs and Subs ,-37755.04
16 Pubs and Subs ,-37813.33
16 Pubs and Subs ,-37394.46
16 Pubs and Subs ,-37810.17
16 Pubs and Subs ,-37762.43
16 Pubs and Subs ,-37676.92
16 Pubs and Subs ,-37563.74
16 Pubs and Subs ,-37664.86
16 Pubs and Subs ,-37549.41
16 Pubs and Subs ,-37682.77
16 Pubs and Subs ,-37591.00
16 Pubs and Subs ,-37643.15
16 Pubs and Subs ,-37475.62
16 Pubs and Subs ,-37223.30
16 Pubs and Subs ,-37587.06
16 Pubs and Subs ,-37621.83
16 Pubs and Subs ,-37577.17
16 Pubs and Subs ,-37434.48
16 Pubs and Subs ,-37547.77
16 Pubs and Subs ,-37534.67
16 Pubs and Subs ,-37428.65
16 Pubs and Subs ,-37484.99
16 Pubs and Subs ,-37489.15
16 Pubs and Subs ,-37482.50
16 Pubs and Subs ,-37093.80
16 Pubs and Subs ,-37362.18
16 Pubs and Subs ,-37407.36
16 Pubs and Subs ,-37316.11
16 Pubs and Subs ,-37432.40
16 Pubs and Subs ,-37187.75
16 Pubs and Subs ,-37263.54
16 Pubs and Subs ,-37363.75
16 Pubs and Subs ,-37314.17
16 Pubs and Subs ,-37161.58
16 Pubs and Subs ,-37281.97
16 Pubs and Subs ,-37251.28
16 Pubs and Subs ,-37155.92
16 Pubs and Subs ,-37226.93
16 Pubs and Subs ,-37233.32
16 Pubs and Subs ,-37090.91
16 Pubs and Subs ,-37205.56
16 Pubs and Subs ,-37119.16
16 Pubs and Subs ,-37074.09
16 Pubs and Subs ,-37064.53
16 Pubs and Subs ,-31574.51
16 Pubs and Subs ,-31565.78
16 Pubs and Subs ,-31564.52
16 Pubs and Subs ,-31547.28
16 Pubs and Subs ,-31530.83
16 Pubs and Subs ,-31530.03
16 Pubs and Subs ,-31523.09
16 Pubs and Subs ,-31530.66
16 Pubs and Subs ,-31491.50
16 Pubs and Subs ,-31487.31
16 Pubs and Subs ,-31482.56
16 Pubs and Subs ,-31482.23
16 Pubs and Subs ,-31474.98
16 Pubs and Subs ,-31473.60
16 Pubs and Subs ,-31470.26
16 Pubs and Subs ,-31493.84
16 Pubs and Subs ,-31469.39
16 Pubs and Subs ,-31492.80
16 Pubs and Subs ,-31486.14
16 Pubs and Subs ,-31473.18
16 Pubs and Subs ,-31461.47
16 Pubs and Subs ,-31418.94
16 Pubs and Subs ,-31405.42
16 Pubs and Subs ,-31399.15
16 Pubs and Subs ,-31380.46
16 Pubs and Subs ,-31468.43
16 Pubs and Subs ,-31350.09
16 Pubs and Subs ,-31335.45
16 Pubs and Subs ,-31332.46
16 Pubs and Subs ,-31427.61
16 Pubs and Subs ,-31413.89
16 Pubs and Subs ,-31411.21
16 Pubs and Subs ,-31299.20
16 Pubs and Subs ,-31284.69
16 Pubs and Subs ,-31272.62
16 Pubs and Subs ,-31276.56
16 Pubs and Subs ,-31368.89
16 Pubs and Subs ,-31358.16
16 Pubs and Subs ,-31361.17
16 Pubs and Subs ,-31357.66
16 Pubs and Subs ,-31350.86
16 Pubs and Subs ,-31345.53
16 Pubs and Subs ,-31332.07
16 Pubs and Subs ,-31326.31
16 Pubs and Subs ,-31218.06
16 Pubs and Subs ,-31208.97
16 Pubs and Subs ,-31167.13
16 Pubs and Subs ,-31146.89
16 Pubs and Subs ,-31146.48
16 Pubs and Subs ,-31139.79
16 Pubs and Subs ,-31122.02
16 Pubs and Subs ,-31111.56
16 Pubs and Subs ,-31111.39
16 Pubs and Subs ,-31095.95
16 Pubs and Subs ,-31098.37
16 Pubs and Subs ,-31093.59
16 Pubs and Subs ,-31084.79
16 Pubs and Subs ,-31072.20
16 Pubs and Subs ,-31065.34
16 Pubs and Subs ,-31069.41
16 Pubs and Subs ,-31021.29
16 Pubs and Subs ,-30969.02
16 Pubs and Subs ,-30976.08
16 Pubs and Subs ,-30963.64
16 Pubs and Subs ,-30882.98
16 Pubs and Subs ,-30887.00
16 Pubs and Subs ,-30868.56
16 Pubs and Subs ,-30868.08
16 Pubs and Subs ,-30867.39
16 Pubs and Subs ,-30855.10
16 Pubs and Subs ,-30856.44
16 Pubs and Subs ,-30847.39
16 Pubs and Subs ,-30845.56
16 Pubs and Subs ,-30839.44
16 Pubs and Subs ,-30858.91
16 Pubs and Subs ,-30825.49
16 Pubs and Subs ,-30758.19
16 Pubs and Subs ,-30750.51
16 Pubs and Subs ,-30739.60
16 Pubs and Subs ,-30715.41
16 Pubs and Subs ,-30714.75
16 Pubs and Subs ,-30712.36
16 Pubs and Subs ,-30708.66
16 Pubs and Subs ,-30686.25
16 Pubs and Subs ,-30703.77
16 Pubs and Subs ,-30540.20
16 Pubs and Subs ,-30514.46
16 Pubs and Subs ,-30536.55
16 Pubs and Subs ,-30497.53
16 Pubs and Subs ,-30511.58
16 Pubs and Subs ,-30519.61
16 Pubs and Subs ,-30531.92
16 Pubs and Subs ,-30498.29
16 Pubs and Subs ,-30495.43
16 Pubs and Subs ,-30499.22
16 Pubs and Subs ,-30498.46
16 Pubs and Subs ,-30494.31
16 Pubs and Subs ,-30481.92
16 Pubs and Subs ,-30490.07
16 Pubs and Subs ,-30475.99
16 Pubs and Subs ,-30475.69
16 Pubs and Subs ,-30403.27
16 Pubs and Subs ,-30386.40
16 Pubs and Subs ,-30381.24
16 Pubs and Subs ,-30477.18
16 Pubs and Subs ,-30471.71
16 Pubs and Subs ,-30380.80
16 Pubs and Subs ,-30375.96
16 Pubs and Subs ,-30377.81
16 Pubs and Subs ,-30287.13
16 Pubs and Subs ,-30272.63
16 Pubs and Subs ,-30352.32
16 Pubs and Subs ,-30323.88
16 Pubs and Subs ,-30316.86
16 Pubs and Subs ,-30226.69
16 Pubs and Subs ,-30217.93
16 Pubs and Subs ,-30214.21
16 Pubs and Subs ,-30294.13
16 Pubs and Subs ,-30287.92
16 Pubs and Subs ,-30186.28
16 Pubs and Subs ,-30064.17
16 Pubs and Subs ,-30151.06
16 Pubs and Subs ,-30130.99
16 Pubs and Subs ,-30122.24
16 Pubs and Subs ,-30086.29
16 Pubs and Subs ,-30112.46
16 Pubs and Subs ,-30081.78
16 Pubs and Subs ,-30084.99
16 Pubs and Subs ,-30078.94
16 Pubs and Subs ,-30074.69
16 Pubs and Subs ,-30067.79
16 Pubs and Subs ,-30094.97
16 Pubs and Subs ,-30084.40
16 Pubs and Subs ,-30052.61
16 Pubs and Subs ,-30055.39
16 Pubs and Subs ,-30005.30
16 Pubs and Subs ,-29882.79
16 Pubs and Subs ,-29878.80
16 Pubs and Subs ,-29988.84
16 Pubs and Subs ,-29871.94
16 Pubs and Subs ,-29978.64
16 Pubs and Subs ,-29977.21
16 Pubs and Subs ,-29861.24
16 Pubs and Subs ,-29826.57
16 Pubs and Subs ,-29847.05
16 Pubs and Subs ,-29957.74
16 Pubs and Subs ,-29957.24
16 Pubs and Subs ,-29951.44
16 Pubs and Subs ,-29830.15
16 Pubs and Subs ,-29827.94
16 Pubs and Subs ,-29924.87
16 Pubs and Subs ,-29705.99
16 Pubs and Subs ,-29706.58
16 Pubs and Subs ,-29673.98
16 Pubs and Subs ,-29650.44
16 Pubs and Subs ,-29644.08
16 Pubs and Subs ,-29636.74
16 Pubs and Subs ,-29637.41
16 Pubs and Subs ,-29633.23
16 Pubs and Subs ,-29516.42
16 Pubs and Subs ,-29627.28
16 Pubs and Subs ,-29623.59
16 Pubs and Subs ,-29615.68
16 Pubs and Subs ,-29582.57
16 Pubs and Subs ,-29563.22
16 Pubs and Subs ,-29556.87
16 Pubs and Subs ,-29549.92
16 Pubs and Subs ,-29541.83
16 Pubs and Subs ,-29518.01
16 Pubs and Subs ,-29445.47
16 Pubs and Subs ,-29439.82
16 Pubs and Subs ,-29660.67
16 Pubs and Subs ,-29411.20
16 Pubs and Subs ,-29389.58
16 Pubs and Subs ,-29365.57
16 Pubs and Subs ,-29362.13
16 Pubs and Subs ,-29365.42
16 Pubs and Subs ,-29363.81
16 Pubs and Subs ,-29363.23
16 Pubs and Subs ,-29346.36
16 Pubs and Subs ,-29583.91
16 Pubs and Subs ,-29282.91
16 Pubs and Subs ,-29257.79
16 Pubs and Subs ,-29251.47
16 Pubs and Subs ,-29253.93
16 Pubs and Subs ,-29241.62
16 Pubs and Subs ,-29476.74
16 Pubs and Subs ,-29376.21
16 Pubs and Subs ,-29136.79
16 Pubs and Subs ,-29357.49
16 Pubs and Subs ,-29126.12
16 Pubs and Subs ,-29345.25
16 Pubs and Subs ,-29323.48
16 Pubs and Subs ,-29058.32
16 Pubs and Subs ,-29291.62
16 Pubs and Subs ,-29064.14
16 Pubs and Subs ,-29282.15
16 Pubs and Subs ,-29279.52
16 Pubs and Subs ,-29045.17
16 Pubs and Subs ,-29291.22
16 Pubs and Subs ,-29262.24
16 Pubs and Subs ,-29028.98
16 Pubs and Subs ,-29285.12
16 Pubs and Subs ,-29186.15
16 Pubs and Subs ,-29152.74
16 Pubs and Subs ,-28915.64
16 Pubs and Subs ,-29099.08
16 Pubs and Subs ,-29107.71
16 Pubs and Subs ,-28843.69
16 Pubs and Subs ,-29269.84
16 Pubs and Subs ,-29077.69
16 Pubs and Subs ,-29050.78
16 Pubs and Subs ,-29064.81
16 Pubs and Subs ,-29046.69
16 Pubs and Subs ,-29015.98
16 Pubs and Subs ,-28986.12
16 Pubs and Subs ,-29000.25
16 Pubs and Subs ,-28981.62
16 Pubs and Subs ,-29205.99
16 Pubs and Subs ,-28979.65
16 Pubs and Subs ,-28969.72
16 Pubs and Subs ,-28943.91
16 Pubs and Subs ,-28926.86
16 Pubs and Subs ,-28945.46
16 Pubs and Subs ,-28887.84
16 Pubs and Subs ,-28867.65
16 Pubs and Subs ,-28819.10
16 Pubs and Subs ,-28846.50
16 Pubs and Subs ,-28799.18
16 Pubs and Subs ,-28815.70
16 Pubs and Subs ,-28775.49
16 Pubs and Subs ,-28754.49
16 Pubs and Subs ,-28753.35
16 Pubs and Subs ,-28740.71
16 Pubs and Subs ,-28923.47
16 Pubs and Subs ,-28877.16
16 Pubs and Subs ,-28713.39
16 Pubs and Subs ,-28678.10
16 Pubs and Subs ,-28670.42
16 Pubs and Subs ,-28663.47
16 Pubs and Subs ,-28653.08
16 Pubs and Subs ,-28652.98
16 Pubs and Subs ,-28647.54
16 Pubs and Subs ,-28617.40
16 Pubs and Subs ,-28806.12
16 Pubs and Subs ,-28588.39
16 Pubs and Subs ,-28577.55
16 Pubs and Subs ,-28683.23
16 Pubs and Subs ,-28484.02
16 Pubs and Subs ,-28644.15
16 Pubs and Subs ,-28456.22
16 Pubs and Subs ,-28479.07
16 Pubs and Subs ,-28601.87
16 Pubs and Subs ,-28407.02
16 Pubs and Subs ,-28424.39
16 Pubs and Subs ,-28404.64
16 Pubs and Subs ,-28375.79
16 Pubs and Subs ,-28585.00
16 Pubs and Subs ,-28379.61
16 Pubs and Subs ,-28560.83
16 Pubs and Subs ,-28614.15
16 Pubs and Subs ,-28508.33
16 Pubs and Subs ,-28357.49
16 Pubs and Subs ,-28463.88
16 Pubs and Subs ,-28502.47
16 Pubs and Subs ,-28270.32
16 Pubs and Subs ,-28228.33
16 Pubs and Subs ,-28421.76
16 Pubs and Subs ,-28469.05
16 Pubs and Subs ,-28350.17
16 Pubs and Subs ,-28396.63
16 Pubs and Subs ,-28177.01
16 Pubs and Subs ,-28315.77
16 Pubs and Subs ,-28307.99
16 Pubs and Subs ,-28349.04
16 Pubs and Subs ,-28398.65
16 Pubs and Subs ,-28108.54
16 Pubs and Subs ,-28228.76
16 Pubs and Subs ,-28264.11
16 Pubs and Subs ,-28216.73
16 Pubs and Subs ,-28342.84
16 Pubs and Subs ,-28298.43
16 Pubs and Subs ,-28150.32
16 Pubs and Subs ,-28187.82
16 Pubs and Subs ,-27967.14
16 Pubs and Subs ,-28144.13
16 Pubs and Subs ,-28226.39
16 Pubs and Subs ,-28107.72
16 Pubs and Subs ,-28223.64
16 Pubs and Subs ,-28021.63
16 Pubs and Subs ,-28109.43
16 Pubs and Subs ,-28035.77
16 Pubs and Subs ,-28040.30
16 Pubs and Subs ,-28028.61
16 Pubs and Subs ,-28026.58
16 Pubs and Subs ,-28073.54
16 Pubs and Subs ,-27926.19
16 Pubs and Subs ,-27953.39
16 Pubs and Subs ,-28057.76
16 Pubs and Subs ,-28047.58
16 Pubs and Subs ,-28008.88
16 Pubs and Subs ,-27909.69
16 Pubs and Subs ,-27907.92
16 Pubs and Subs ,-27907.23
16 Pubs and Subs ,-28030.64
16 Pubs and Subs ,-27896.81
16 Pubs and Subs ,-27786.25
16 Pubs and Subs ,-27944.73
16 Pubs and Subs ,-27817.89
16 Pubs and Subs ,-27885.34
16 Pubs and Subs ,-27757.80
16 Pubs and Subs ,-27735.00
16 Pubs and Subs ,-27697.93
16 Pubs and Subs ,-27694.83
16 Pubs and Subs ,-27700.07
16 Pubs and Subs ,-27682.78
16 Pubs and Subs ,-27816.97
16 Pubs and Subs ,-27814.05
16 Pubs and Subs ,-27710.22
16 Pubs and Subs ,-27690.57
16 Pubs and Subs ,-27740.71
16 Pubs and Subs ,-27628.18
16 Pubs and Subs ,-27625.58
16 Pubs and Subs ,-27640.39
16 Pubs and Subs ,-27552.57
16 Pubs and Subs ,-27675.55
16 Pubs and Subs ,-27522.76
16 Pubs and Subs ,-27599.62
16 Pubs and Subs ,-27555.01
16 Pubs and Subs ,-27538.24
16 Pubs and Subs ,-27468.81
16 Pubs and Subs ,-27554.89
16 Pubs and Subs ,-27564.27
16 Pubs and Subs ,-27562.06
16 Pubs and Subs ,-27456.38
16 Pubs and Subs ,-27577.32
16 Pubs and Subs ,-27443.56
16 Pubs and Subs ,-27498.15
16 Pubs and Subs ,-27528.00
16 Pubs and Subs ,-27398.29
16 Pubs and Subs ,-27385.34
16 Pubs and Subs ,-27399.15
16 Pubs and Subs ,-27373.59
16 Pubs and Subs ,-27263.73
16 Pubs and Subs ,-27311.76
16 Pubs and Subs ,-27303.10
16 Pubs and Subs ,-27342.36
16 Pubs and Subs ,-27314.66
16 Pubs and Subs ,-27335.88
16 Pubs and Subs ,-27226.09
16 Pubs and Subs ,-27371.57
16 Pubs and Subs ,-27281.19
16 Pubs and Subs ,-27238.74
16 Pubs and Subs ,-27262.02
16 Pubs and Subs ,-27466.88
16 Pubs and Subs ,-27191.06
16 Pubs and Subs ,-27183.94
16 Pubs and Subs ,-27400.24
16 Pubs and Subs ,-27221.52
16 Pubs and Subs ,-27119.93
16 Pubs and Subs ,-27125.36
16 Pubs and Subs ,-27200.40
16 Pubs and Subs ,-27374.87
16 Pubs and Subs ,-27086.03
16 Pubs and Subs ,-27057.76
16 Pubs and Subs ,-27298.98
16 Pubs and Subs ,-26994.14
16 Pubs and Subs ,-27029.09
16 Pubs and Subs ,-26970.43
16 Pubs and Subs ,-27421.29
16 Pubs and Subs ,-26987.47
16 Pubs and Subs ,-27019.41
16 Pubs and Subs ,-26978.07
16 Pubs and Subs ,-26910.43
16 Pubs and Subs ,-27358.16
16 Pubs and Subs ,-26907.63
16 Pubs and Subs ,-27113.57
16 Pubs and Subs ,-26919.69
16 Pubs and Subs ,-26856.92
16 Pubs and Subs ,-27107.98
16 Pubs and Subs ,-27285.51
16 Pubs and Subs ,-26824.70
16 Pubs and Subs ,-27083.23
16 Pubs and Subs ,-26797.97
16 Pubs and Subs ,-27013.92
16 Pubs and Subs ,-26798.71
16 Pubs and Subs ,-27267.27
16 Pubs and Subs ,-26732.61
16 Pubs and Subs ,-26719.95
16 Pubs and Subs ,-26660.77
16 Pubs and Subs ,-26640.95
16 Pubs and Subs ,-27186.61
16 Pubs and Subs ,-26644.57
16 Pubs and Subs ,-26652.90
16 Pubs and Subs ,-26643.23
16 Pubs and Subs ,-27110.12
16 Pubs and Subs ,-26566.45
16 Pubs and Subs ,-26956.74
16 Pubs and Subs ,-26508.13
16 Pubs and Subs ,-27109.63
16 Pubs and Subs ,-26774.29
16 Pubs and Subs ,-26706.22
16 Pubs and Subs ,-26884.53
16 Pubs and Subs ,-26443.63
16 Pubs and Subs ,-26473.40
16 Pubs and Subs ,-27136.35
16 Pubs and Subs ,-26658.17
16 Pubs and Subs ,-26434.50
16 Pubs and Subs ,-26431.76
16 Pubs and Subs ,-26581.26
16 Pubs and Subs ,-26366.41
16 Pubs and Subs ,-26315.82
16 Pubs and Subs ,-26314.12
16 Pubs and Subs ,-26738.17
16 Pubs and Subs ,-26311.70
16 Pubs and Subs ,-26514.89
16 Pubs and Subs ,-26658.50
16 Pubs and Subs ,-26291.43
16 Pubs and Subs ,-26450.95
16 Pubs and Subs ,-26448.27
16 Pubs and Subs ,-26438.18
16 Pubs and Subs ,-26375.58
16 Pubs and Subs ,-26367.36
16 Pubs and Subs ,-26960.92
16 Pubs and Subs ,-26544.59
16 Pubs and Subs ,-26166.23
16 Pubs and Subs ,-26509.29
16 Pubs and Subs ,-26538.81
16 Pubs and Subs ,-26096.43
16 Pubs and Subs ,-26008.58
16 Pubs and Subs ,-26003.47
16 Pubs and Subs ,-26447.01
16 Pubs and Subs ,-26378.58
16 Pubs and Subs ,-26014.07
16 Pubs and Subs ,-26354.79
16 Pubs and Subs ,-26340.50
16 Pubs and Subs ,-26331.47
16 Pubs and Subs ,-26135.67
16 Pubs and Subs ,-26169.82
16 Pubs and Subs ,-26403.36
16 Pubs and Subs ,-26139.68
16 Pubs and Subs ,-26715.25
16 Pubs and Subs ,-26273.89
16 Pubs and Subs ,-26336.15
16 Pubs and Subs ,-26238.51
16 Pubs and Subs ,-26020.52
16 Pubs and Subs ,-25960.67
16 Pubs and Subs ,-26139.97
16 Pubs and Subs ,-25769.43
16 Pubs and Subs ,-25756.79
16 Pubs and Subs ,-26114.41
16 Pubs and Subs ,-26083.29
16 Pubs and Subs ,-25881.54
16 Pubs and Subs ,-26096.62
16 Pubs and Subs ,-26063.89
16 Pubs and Subs ,-26135.91
16 Pubs and Subs ,-25866.92
16 Pubs and Subs ,-26116.96
16 Pubs and Subs ,-26432.69
16 Pubs and Subs ,-25980.47
16 Pubs and Subs ,-26038.09
16 Pubs and Subs ,-26033.46
16 Pubs and Subs ,-25746.58
16 Pubs and Subs ,-25712.69
16 Pubs and Subs ,-25947.22
16 Pubs and Subs ,-25879.02
16 Pubs and Subs ,-25630.92
16 Pubs and Subs ,-25868.13
16 Pubs and Subs ,-25831.83
16 Pubs and Subs ,-25608.39
16 Pubs and Subs ,-25643.68
16 Pubs and Subs ,-26221.46
16 Pubs and Subs ,-25786.04
16 Pubs and Subs ,-25798.10
16 Pubs and Subs ,-25871.63
16 Pubs and Subs ,-25857.32
16 Pubs and Subs ,-25850.47
16 Pubs and Subs ,-25703.26
16 Pubs and Subs ,-25762.17
16 Pubs and Subs ,-25481.66
16 Pubs and Subs ,-26066.28
16 Pubs and Subs ,-25595.89
16 Pubs and Subs ,-25802.69
16 Pubs and Subs ,-25555.63
16 Pubs and Subs ,-25401.10
16 Pubs and Subs ,-25588.18
16 Pubs and Subs ,-25522.81
16 Pubs and Subs ,-25578.43
16 Pubs and Subs ,-25526.03
16 Pubs and Subs ,-25621.85
16 Pubs and Subs ,-25604.02
16 Pubs and Subs ,-25495.06
16 Pubs and Subs ,-25657.13
16 Pubs and Subs ,-26015.72
16 Pubs and Subs ,-25580.57
16 Pubs and Subs ,-25531.18
16 Pubs and Subs ,-25415.09
16 Pubs and Subs ,-25388.72
16 Pubs and Subs ,-25600.25
16 Pubs and Subs ,-25700.48
16 Pubs and Subs ,-25390.91
16 Pubs and Subs ,-25324.57
16 Pubs and Subs ,-25413.56
16 Pubs and Subs ,-25286.10
16 Pubs and Subs ,-25291.97
16 Pubs and Subs ,-25350.58
16 Pubs and Subs ,-25333.02
16 Pubs and Subs ,-25541.29
16 Pubs and Subs ,-25264.94
16 Pubs and Subs ,-25214.85
16 Pubs and Subs ,-25298.38
16 Pubs and Subs ,-25898.62
16 Pubs and Subs ,-25279.57
16 Pubs and Subs ,-25310.68
16 Pubs and Subs ,-25357.42
16 Pubs and Subs ,-25537.77
16 Pubs and Subs ,-25408.86
16 Pubs and Subs ,-25111.24
16 Pubs and Subs ,-25069.56
16 Pubs and Subs ,-25147.50
16 Pubs and Subs ,-25138.79
16 Pubs and Subs ,-25137.22
16 Pubs and Subs ,-25736.51
16 Pubs and Subs ,-25120.43
16 Pubs and Subs ,-25407.41
16 Pubs and Subs ,-25077.52
16 Pubs and Subs ,-25060.70
16 Pubs and Subs ,-24991.85
16 Pubs and Subs ,-25044.61
16 Pubs and Subs ,-25362.66
16 Pubs and Subs ,-24991.24
16 Pubs and Subs ,-24989.03
16 Pubs and Subs ,-25179.40
16 Pubs and Subs ,-24877.43
16 Pubs and Subs ,-25225.00
16 Pubs and Subs ,-24909.03
16 Pubs and Subs ,-25560.33
16 Pubs and Subs ,-24954.37
16 Pubs and Subs ,-24863.13
16 Pubs and Subs ,-24860.69
16 Pubs and Subs ,-25180.10
16 Pubs and Subs ,-25139.89
16 Pubs and Subs ,-24812.57
16 Pubs and Subs ,-24894.55
16 Pubs and Subs ,-24882.61
